matchId,matchDuration,matchType,maxPlace,numGroups
39f7af8194eb3d,1870,duo-fpp,47,43
39f8def6db87b6,1854,squad-fpp,29,29
39f93a1a2a65b1,1373,squad-fpp,26,24
39fc75083bd4d5,1880,squad,27,27
39ffe4bba081ba,1838,duo-fpp,50,47
3a02303fa1d1c2,1407,squad-fpp,30,30
3a06ccec33e468,1457,duo-fpp,47,46
3a079d05a19169,1913,squad-fpp,29,29
3a090d59c6e27c,1887,squad-fpp,30,28
3a0c8711ac4aed,1306,duo-fpp,50,47
3a0f1ac18a4efc,1328,squad-fpp,30,30
3a0f9eacb73625,1906,duo,48,46
3a0fb0b33c9360,1411,duo-fpp,47,45
3a110f1668a6e4,1828,solo-fpp,98,94
3a15b6d670216e,1349,squad-fpp,29,29
3a1608a87a94eb,1848,squad-fpp,27,27
3a173ed93ff7d4,1344,solo,97,97
3a1979a7726eb2,1966,solo,94,91
3a1981072f0178,1875,squad,27,25
3a19bb9c79a740,1337,duo,49,47
3a1aa2a079dcea,1351,solo-fpp,90,87
3a1b8fe7ea03a5,1808,solo,16,2
3a1c353d2ab576,1357,squad-fpp,29,28
3a1caa7973aacb,1388,squad,26,26
3a1db7a4063a43,1456,squad,28,27
3a1e5f1a24e2f7,1341,squad,30,28
3a1e6a400d1ca6,1894,duo-fpp,45,44
3a1eb8e2d9f601,1432,squad-fpp,30,29
3a1f74f79a7f11,1859,duo-fpp,49,46
3a218bb9685ab5,1405,duo,48,47
3a238215b9bcf7,2056,solo-fpp,91,89
3a25513cc0e4b2,1907,solo-fpp,93,93
3a2c3380f58de1,1880,squad-fpp,27,27
3a2c95582b1da9,1404,squad-fpp,28,27
3a2d18a1c98583,1355,squad,27,26
3a2e8bea47e731,1348,duo-fpp,47,46
3a2fa68d41ca32,1836,duo-fpp,47,45
3a35f5233ae743,1845,duo-fpp,49,46
3a37c824f35dd1,1875,solo-fpp,93,90
3a37f49685d09b,1808,solo,17,2
3a3924a284dbfa,1901,solo-fpp,97,92
3a392febc8bc43,1813,duo-fpp,48,47
3a39633a98a161,1882,squad-fpp,28,27
3a3a63c3a8bf32,1835,duo,49,44
3a3ac1ba71e61d,1379,duo-fpp,47,45
3a3b2ed05ca949,1835,duo,47,44
3a3c1458752e95,1476,solo,94,94
3a3d332d4559f8,1310,squad-fpp,25,25
3a3d6eb507e577,1301,squad-fpp,28,28
3a3e085906d2e2,1300,solo-fpp,97,96
3a3f0763b3a692,1915,solo,91,91
3a3f4ea173cef0,1808,solo,18,2
3a3fc8e004cc15,1333,squad-fpp,27,25
3a3ff6996765a1,1360,squad-fpp,30,29
3a41552d553583,1838,squad-fpp,28,24
3a459787790e08,1837,squad,28,28
3a479c88c908b1,1392,duo-fpp,48,47
3a4807208194b2,1442,duo-fpp,46,46
3a48fef54ce927,1375,squad-fpp,28,28
3a49f1d90373fa,1455,squad-fpp,26,26
3a4a1e1aa58466,1370,squad-fpp,26,24
3a4a8c6a06ffca,1321,squad,28,26
3a4ba5f69b67b2,1789,squad-fpp,29,28
3a4c9295c3800f,1434,duo-fpp,49,49
3a4d515914a836,1355,duo-fpp,50,48
3a4f0be56a1dda,1383,squad-fpp,27,27
3a516034539f5b,1392,squad,26,26
3a51eaa1edb592,1293,squad-fpp,27,27
3a52fa9da5a4ef,1879,squad,28,27
3a5302db269016,1407,duo-fpp,49,47
3a534f70108ecc,1881,solo-fpp,92,89
3a54391034f162,1871,duo-fpp,48,43
3a544dfaec7474,1868,solo,91,85
3a55c0b7a309b3,1488,duo,47,44
3a5864de016dd7,1911,duo-fpp,49,49
3a5a16f53bde43,1292,squad-fpp,30,29
3a5ac43a50357c,938,normal-solo-fpp,13,13
3a5c2866ade095,1330,solo-fpp,95,94
3a5daad5a8fdae,1381,duo-fpp,46,44
3a5e4ebb7aebbf,1757,squad-fpp,27,26
3a631d55e37279,1362,squad-fpp,26,26
3a68add79d6cdc,1930,duo,47,44
3a693fbf29feaa,1974,squad-fpp,28,27
3a6cc6d6de5897,1416,duo,48,47
3a6cd0c6256cfe,1284,duo-fpp,49,46
3a6ebeff215fd9,1382,solo,88,82
3a6fb775df75f4,1903,solo,98,95
3a704da7e9f2c4,1374,duo-fpp,48,46
3a70795f61b2c4,1858,duo,45,45
3a712acc3d07f8,1314,squad-fpp,27,25
3a72089c118692,1370,squad-fpp,30,28
3a7213100704aa,1352,squad-fpp,30,30
3a7447309daa7d,1406,squad-fpp,29,28
3a78da288fcdd9,1888,solo-fpp,93,92
3a78e97e2da5b6,1575,duo-fpp,16,16
3a799281f6eb4a,1858,squad-fpp,28,26
3a7ad961a98e23,1333,solo-fpp,99,98
3a7c1b7ebe1bb2,1382,duo-fpp,47,46
3a7fbf1a28199a,1286,duo-fpp,49,47
3a8008b9e7a9f5,1415,squad-fpp,27,26
3a82a16971ba97,1251,squad-fpp,27,27
3a82c8ebb3e8cf,1870,squad-fpp,29,28
3a836ccf43e0bf,1386,squad,27,26
3a8476bd06e654,2059,squad-fpp,28,28
3a84c92d6f07ad,1363,squad,29,26
3a8509f7ff0c7a,1410,squad-fpp,31,31
3a853028663be4,1458,duo,47,45
3a8548d9eee894,1382,squad-fpp,27,27
3a85e49f7a61c2,1394,squad-fpp,27,26
3a870db9ee18b4,1435,squad-fpp,28,26
3a8887ef162653,1789,solo-fpp,94,94
3a88a7c4bf08f7,1350,squad-fpp,26,26
3a8977ad8ed946,1389,solo-fpp,97,93
3a8c89a9a7fe2b,1749,squad-fpp,27,25
3a920d0e3259ba,1385,squad-fpp,27,25
3a93ccf7c7e2db,1936,solo,94,91
3a94f2e52f0051,1342,squad-fpp,27,24
3a95209446fd61,1377,duo-fpp,49,47
3a964d372456a7,1441,squad,28,27
3a98999cfcbd58,1269,squad,26,25
3a99b819da2ae3,1284,squad-fpp,29,29
3a9a86eb5648cd,1312,duo-fpp,50,48
3a9c86bf3cd740,1851,duo,50,50
3a9d2f7bd894ba,1485,squad-fpp,28,26
3a9e591adaaf12,1336,squad-fpp,30,30
3a9f41798bb11b,1972,solo,94,90
3aa423d4d85655,1964,squad-fpp,21,21
3aa43309bf0793,1801,squad-fpp,27,26
3aa4c79b4b5db3,1438,solo,94,94
3aa6fdf205c77b,1676,squad-fpp,29,29
3aa74a82949995,1862,duo-fpp,49,48
3aaac126d49d92,1403,squad-fpp,28,28
3aab09671c0f13,1295,duo-fpp,47,46
3aaba987e7ca59,1451,duo-fpp,44,43
3aaea95ae41588,1937,squad,28,26
3aaefda4c176d3,1368,squad,25,24
3aaf0c3bd97e2e,1457,squad,28,27
3ab144aef81103,1366,squad,26,25
3ab219bfdbf8d6,1464,duo,50,48
3ab27fb2c70439,1315,squad-fpp,27,26
3ab487cda9d2d6,2004,squad-fpp,28,25
3ab59c925c8229,1383,duo,44,38
3ab5b73d51d05d,1800,squad-fpp,28,27
3ab706d08b3afe,1868,squad-fpp,31,29
3ab761531a5d0c,1378,duo-fpp,49,48
3ab761923c2dc3,1370,duo-fpp,50,48
3ab8a89d393f97,1856,duo-fpp,47,44
3ab8a9ead7c9c0,1978,squad-fpp,27,25
3ab989a336c068,1933,duo-fpp,49,47
3ac360723b111f,1392,squad-fpp,27,25
3ac3f79139d796,1971,squad,26,25
3ac4402f6cd09d,1465,squad,27,27
3ac51a9a69b019,1380,squad,30,30
3ac62719a8dd9e,1363,squad-fpp,29,27
3ac7245d83226f,1388,duo-fpp,47,45
3ac843760ab470,1926,squad-fpp,32,29
3acb3a6cc6126d,1259,duo-fpp,50,48
3accaeeb165c90,1779,squad-fpp,27,25
3acd8f9b3e588f,1843,duo-fpp,47,47
3ad2dcd5b8f2ee,1769,squad-fpp,28,28
3ad3348edf78b7,1378,solo-fpp,97,96
3ad337266c8657,1088,normal-duo-fpp,6,6
3ad34a7f349497,1465,solo,97,96
3ad382900bac6a,1367,squad-fpp,29,28
3ad4eaaaceee9a,1298,squad-fpp,29,28
3ad5b89412b96f,1883,duo-fpp,46,43
3ad60d31e8cdc1,1947,squad-fpp,28,26
3adadfb35623b0,1367,squad-fpp,29,28
3adc4afb303978,1373,squad-fpp,30,29
3adccfc77ce1d2,1776,squad-fpp,28,27
3adeb6f2f306be,1944,squad-fpp,27,27
3adf56773d0dd8,1900,solo-fpp,97,93
3adf9cdd1d8d27,1259,solo,99,97
3ae155a96ffb48,1354,squad-fpp,28,28
3ae2e6d6045d26,1367,duo-fpp,49,47
3ae56b6c6b4132,1258,squad,25,25
3ae60cb3418a1e,1369,duo,49,47
3aea7c09717822,1932,solo-fpp,93,91
3aeb258b88789c,1882,squad,26,25
3aebcf0154ff33,1389,squad-fpp,27,27
3aee1bfd0739c0,1351,squad-fpp,27,25
3aee45f42d4c5a,1380,duo-fpp,48,47
3af0b90c86f30e,1928,flaretpp,27,24
3af1b1c71dee8c,1370,squad-fpp,28,26
3af3d9171038bf,1340,squad-fpp,30,30
3af4ba743d3f45,1864,duo-fpp,44,42
3af621fbdc4c76,1820,squad-fpp,27,26
3af7e185f3105b,1862,squad-fpp,28,27
3af7e658069761,1357,squad-fpp,27,26
3af85d220dc7d6,1861,duo-fpp,49,48
3af8ea15a9d733,1175,squad-fpp,30,28
3af949fedc4d36,1374,solo-fpp,97,95
3afb0343f5ddde,1378,duo-fpp,49,49
3afbd6918e5e6d,1873,squad-fpp,27,26
3afcc12f6639d5,1415,squad,28,28
3afe5e725f619d,1419,squad,28,27
3afe7b0a05ff38,1767,squad-fpp,27,24
3b0220a8796b86,1389,solo-fpp,97,94
3b03791793233c,1946,duo-fpp,48,46
3b043c770003b5,1688,squad-fpp,30,27
3b06043533ef10,1440,duo-fpp,48,47
3b075879d3ad7a,1824,squad-fpp,28,27
3b0811bb91627b,1342,squad-fpp,28,26
3b0fe2e9802f91,1790,squad-fpp,28,27
3b1060e1ce3865,1365,squad,29,26
3b124cff7173b3,1845,squad,25,25
3b13e3fe26c1ad,1425,duo-fpp,49,49
3b146c28da70c5,1114,squad-fpp,27,26
3b15d5b74e7616,1325,squad-fpp,30,29
3b1620d0591cbf,1212,squad-fpp,28,27
3b173c7cb134b8,1841,squad-fpp,29,27
3b1a02ef4b4a76,1366,squad,28,28
3b1d1fb4d3eb01,1910,squad-fpp,27,25
3b1d57caa5cab1,1307,duo,47,43
3b1fa38595d6ff,1333,squad-fpp,31,31
3b209973d3eb8e,1387,duo-fpp,49,47
3b20d600a38c9a,1352,squad-fpp,28,27
3b2457aba01bc4,1897,squad,27,25
3b2496e7abe06b,1453,solo,93,93
3b252a74c03a38,1281,squad-fpp,30,28
3b253a3f337917,1850,squad-fpp,27,27
3b27fe2e4dd26e,1350,solo-fpp,93,92
3b294325ccdd22,1322,squad-fpp,26,26
3b29f359e088f7,1873,squad-fpp,28,28
3b2b644380fab5,1364,duo-fpp,50,50
3b2d44ea359eb9,1404,squad-fpp,28,28
3b2eb961e858aa,1388,duo-fpp,49,47
3b300190f24f83,1926,solo-fpp,82,81
3b30b39635618a,1799,squad-fpp,30,29
3b32bd6e37c1a3,1402,squad,29,27
3b35602ec34450,1421,duo-fpp,49,47
3b363ac6fe7a70,1344,squad-fpp,24,24
3b367969b7d967,1811,squad-fpp,26,26
3b368010d031ea,1355,squad-fpp,31,29
3b395f14c75697,1807,squad,28,27
3b39a79728d50a,1293,squad-fpp,29,26
3b39f75873e71b,1703,duo-fpp,47,44
3b3b448c32bf48,1350,duo-fpp,50,49
3b3b676fdeb132,1309,solo-fpp,96,95
3b3ecda8c00292,1465,duo,48,47
3b40a6777eb7c8,1953,solo-fpp,99,95
3b40ba862d0baa,1935,duo-fpp,26,26
3b4729b6ef8d67,1339,duo-fpp,48,47
3b4b53ae70a08c,1928,solo-fpp,99,92
3b4dd19e7c5ef5,1775,squad-fpp,28,28
3b4e6494ee8ec0,1380,squad-fpp,28,28
3b4ea5576aa4b7,2017,duo-fpp,47,44
3b4ebfec19222d,1843,squad,26,25
3b510b1b38ee61,1815,squad-fpp,30,30
3b51362d055fa7,1901,solo-fpp,40,40
3b51faafe4b0db,1827,duo-fpp,47,46
3b54bedd3adad9,1352,solo-fpp,93,93
3b54c77a7dc89f,1213,squad,28,27
3b5a8014e16a36,1900,squad-fpp,28,28
3b5db3f8c3a977,1344,solo-fpp,93,92
3b5ed70f5bd053,1377,duo-fpp,49,46
3b6176ebfa0c95,1357,solo-fpp,97,94
3b6834da5fac51,1391,squad-fpp,28,28
3b6837b2484bf0,1398,duo-fpp,47,45
3b6980f7ac7e08,1310,duo-fpp,50,47
3b6c13eaee700d,1980,squad-fpp,31,31
3b70d0e6ad9408,1386,squad-fpp,29,27
3b714b89c9f2f9,1360,squad-fpp,29,29
3b71f9e60c0085,1287,duo-fpp,50,48
3b722b9487adc6,1963,solo-fpp,98,95
3b723c0f6877eb,1298,squad,28,28
3b73992ef9689a,1834,solo-fpp,36,34
3b73a8877e54ea,1288,squad-fpp,25,23
3b7491cdc15433,1465,duo-fpp,49,49
3b74aa99d5e0ca,1375,squad-fpp,29,28
3b75001309413f,1348,squad-fpp,28,25
3b7582afdd843a,1300,duo-fpp,47,45
3b7617ddd569e8,1816,squad,29,26
3b76b2d520a98d,1912,squad,28,28
3b781bb6879b7d,1407,duo-fpp,48,46
3b796d23739522,1762,squad-fpp,27,27
3b7adc38a5d5f6,1422,squad-fpp,30,29
3b7ae7db7aaed5,1933,duo-fpp,49,45
3b7be0f0ac3836,1368,squad-fpp,30,29
3b7cf53f4e2f12,1382,duo-fpp,50,49
3b81750d1d242c,1808,solo,17,2
3b819b77f82dbf,1866,squad,29,28
3b82463c7c69df,1873,squad,29,28
3b861eada32b7e,1989,squad-fpp,27,26
3b864cc38fd6d6,1313,squad-fpp,27,27
3b884dfb3045de,1851,solo-fpp,92,87
3b88aad19da24f,1491,duo,49,48
3b8b14324d3ae7,1386,squad-fpp,30,27
3b8b7b63decaf5,1884,solo-fpp,92,89
3b8c0d945610f6,1370,squad,30,28
3b8ccd5d8e5e34,1815,squad-fpp,29,27
3b8d4ad907e749,1500,duo-fpp,44,43
3b8e12260778fe,1398,solo-fpp,90,87
3b8e8971d7b83b,897,normal-squad-fpp,6,6
3b9007128f3e8a,1427,squad-fpp,28,27
3b90c0dcd95560,1333,solo-fpp,99,97
3b9290e05abe08,1882,duo-fpp,48,43
3b92dc9addb75c,1361,squad-fpp,28,27
3b92e96f43a984,1348,squad-fpp,29,29
3b93126b20a93f,1894,squad-fpp,25,25
3b9318de191645,1377,duo,48,47
3b93371c7aa271,1364,squad-fpp,28,27
3b94f9558a2602,1371,duo-fpp,47,47
3b951155c461d4,1395,solo-fpp,98,96
3b9677f9d22a2d,1847,solo-fpp,94,93
3b967c6a312b95,1379,squad-fpp,28,28
3b9a0ea230aea4,1363,solo-fpp,97,94
3b9dd7a433e987,1798,squad,27,24
3b9e1980f307f8,1463,squad-fpp,27,27
3b9e1a4da94d4b,1371,squad-fpp,27,26
3b9e5740ae0d84,1402,solo-fpp,97,96
3b9f24d3dbb97c,1935,squad-fpp,30,28
3ba0e3ff17ae40,1382,squad-fpp,31,30
3ba186565ad3cb,1180,squad-fpp,27,25
3ba1c71e7dd385,1965,squad-fpp,31,31
3ba1dc322c8172,1808,solo,18,2
3ba68d86071def,1375,solo,95,92
3ba691c178aa4a,1790,squad-fpp,28,28
3ba9112b75feef,1407,squad,31,31
3ba95e0469280f,1421,duo,49,48
3baa6a3a2857d6,1895,solo-fpp,97,95
3bac755da47659,1771,squad,28,26
3bad06dc66dc2e,1372,squad-fpp,27,27
3bad0f8131fd16,1785,squad-fpp,27,25
3badb54465142a,1482,solo-fpp,99,98
3bae619ea1a1a9,1345,squad-fpp,27,26
3bb220ce3cfbc7,1389,duo,47,44
3bb2b8cfb9e734,1287,squad-fpp,30,27
3bb2bd04abfe6c,1451,duo-fpp,48,45
3bb2ecc5424e08,1457,duo,49,48
3bb3c732f309cd,1810,squad,27,25
3bb6f43cd50793,1964,duo-fpp,48,44
3bb7275aa98b77,1281,duo-fpp,49,49
3bb733b90452b0,1877,squad-fpp,30,28
3bb7b59543825f,1930,duo-fpp,47,46
3bb81ea4650928,1982,solo-fpp,97,97
3bb914e6c2dd6f,1862,solo-fpp,89,89
3bb968c37b9767,1376,duo,50,46
3bba5c71d54c9b,1877,squad-fpp,30,28
3bbb59f9a812f0,1427,duo-fpp,49,48
3bbc29dc6fcc1f,1345,squad-fpp,28,28
3bbcac68010552,1384,squad,28,28
3bbda92b76941f,1782,duo,42,35
3bbe8f9192675b,1413,squad,28,28
3bc11d89606cf0,1820,solo-fpp,87,85
3bc1ab33c28ed6,1431,duo-fpp,46,44
3bc3b1a8dffc59,1965,squad,28,28
3bc66a21bae310,1395,squad-fpp,26,24
3bc6e162d01ce7,1394,duo-fpp,49,47
3bc77b41b7eed8,1310,squad-fpp,29,29
3bc854512d4a42,1214,squad-fpp,27,27
3bc908714fd926,1395,squad-fpp,29,29
3bcac5cb6b311b,1803,duo-fpp,49,44
3bcbea97d951be,1779,squad-fpp,28,26
3bccd5b9ef81ca,1357,duo-fpp,45,44
3bcd5a9bea198c,1390,duo,45,42
3bced0d7655a2a,1848,solo-fpp,90,88
3bcf655379856d,1378,solo-fpp,93,92
3bcf90c93042a2,1439,squad-fpp,27,26
3bd07ceebe708e,1900,squad,28,26
3bd0db1836530f,1841,squad-fpp,28,27
3bd134c5ab6975,1148,normal-squad-fpp,17,17
3bd2094d6607a2,1386,squad,26,26
3bd7f5682ac98a,1427,duo,50,44
3bd83b4673091c,1350,squad-fpp,28,28
3bd8f133f44e71,1851,duo-fpp,43,42
3bd9d67a87b195,1369,squad-fpp,29,29
3bda7ce76af49e,1843,squad-fpp,29,28
3bdc7580d8b70f,1978,duo-fpp,48,47
3bdce7fb16e329,1917,squad-fpp,28,27
3bdcfa471e1fde,1978,duo-fpp,46,44
3bdf869518595c,1340,squad-fpp,29,29
3bdfd83114ce24,1766,squad-fpp,26,25
3bdfe1d0491a78,1325,squad-fpp,33,31
3be0507836830a,1262,squad-fpp,30,30
3be1ad76e365aa,1362,squad-fpp,28,28
3be1db656be083,1749,squad-fpp,27,27
3be1e34b0d6374,1404,duo-fpp,50,47
3be22edc02fd8c,1352,duo-fpp,46,45
3be2b807005541,1831,squad-fpp,29,28
3be2dd137a950c,1184,squad-fpp,28,28
3be3bbabeb41f3,1916,duo-fpp,47,44
3be3e758020bc3,1817,squad-fpp,28,28
3be5ca17f464c9,1444,solo-fpp,96,93
3be74bd180f9ea,1452,duo,47,45
3be803fb471be5,893,normal-solo-fpp,24,12
3be85d463dd278,1355,squad-fpp,31,29
3be93dba967d17,1410,duo,47,46
3be9644be6f123,1345,duo-fpp,48,48
3bedb1b56f8485,1339,duo-fpp,50,49
3beeae21a2b568,1440,squad-fpp,28,24
3bef25458d4abd,1430,duo-fpp,45,45
3bf16c2c98bee8,1451,squad-fpp,30,28
3bf2aef78cb9a6,1883,solo-fpp,95,95
3bf4cf366d5b6c,1393,squad,27,24
3bf51bfda6e6ce,1342,solo-fpp,95,92
3bf5edfea17652,1950,squad-fpp,30,26
3bf6349015a96f,1374,duo-fpp,49,44
3bf7434f682cea,1356,squad-fpp,29,27
3bf78a804e9c35,1204,squad-fpp,26,25
3bf7ac2e347b5f,1365,squad-fpp,27,26
3bf8c2b644d7be,1928,squad-fpp,30,30
3bfb41276646f9,1394,solo,96,92
3bfb724f2364de,1291,squad-fpp,28,27
3bfd13ce99d743,1322,duo-fpp,48,46
3bfd8d66edbeff,1928,solo,99,95
3bfd90d5ee1f77,1440,solo-fpp,87,85
3bfd964725acd3,1770,squad-fpp,27,26
3bfe41d2ef485e,1313,solo-fpp,99,98
3bfeb59bbc6751,1325,duo-fpp,47,46
3c00a99b86a0ef,1982,squad-fpp,28,27
3c027f33654337,1946,squad-fpp,29,29
3c0362937b4854,1889,squad,28,28
3c03aa8c9ad642,1721,squad-fpp,29,27
3c04d123d25e6e,1358,squad-fpp,29,29
3c077a23d95eef,1777,squad-fpp,28,27
3c07d8788a6bf8,1852,squad-fpp,28,27
3c07ea37193db1,1364,squad-fpp,28,28
3c07fe736e16c5,1969,solo,99,95
3c0890032ecb78,1802,squad-fpp,27,24
3c0a4e102dac1b,1974,solo,88,86
3c0ca794b194d7,1321,duo-fpp,47,46
3c0e34997b110a,1373,solo-fpp,98,98
3c0ed20607b302,1807,squad,30,28
3c0f99bf32cbc7,1304,duo-fpp,49,47
3c1071315b0600,1373,duo-fpp,45,45
3c162bd5d0f575,1382,squad-fpp,27,26
3c1d313f4dc93c,1322,squad-fpp,28,28
3c1e299ecfe9ff,1397,squad-fpp,31,28
3c24249e5242e2,1406,squad,28,28
3c250ae8e783a8,1328,duo-fpp,48,44
3c2531adf5b942,1228,normal-squad-fpp,17,3
3c261e98313f17,1254,duo-fpp,49,48
3c264f8d7914ad,1836,duo-fpp,47,47
3c27e33e466d81,1266,squad-fpp,28,26
3c294c8d011570,1412,solo,91,89
3c2b025ecd8fa0,1369,squad,28,28
3c2bc0c4ba3ba3,1428,squad-fpp,27,26
3c2e8fe21bbacc,1389,duo-fpp,48,48
3c302adc33c0fd,1422,duo-fpp,49,48
3c30a872b2c3d0,2084,duo,49,47
3c30ff4ffe408e,1368,duo-fpp,47,46
3c3547e063cdc7,1387,squad-fpp,27,25
3c35dbd0871f17,1799,squad-fpp,27,24
3c369043ebff2b,1362,duo-fpp,48,47
3c370335eef121,1349,duo-fpp,47,46
3c3720452a2bca,1853,squad-fpp,28,28
3c374a2818c600,1369,solo-fpp,93,90
3c3915e1d4837d,1342,squad-fpp,27,27
3c3a25b191a0a7,1387,squad-fpp,29,28
3c3a5c1bd0b9cd,1743,duo,44,42
3c3b5e1b9b8495,1870,squad,30,30
3c3c21fbd33b30,1403,squad,28,27
3c3c6034acdeec,1931,squad-fpp,25,24
3c3c7158c474d4,1473,duo-fpp,50,50
3c3cbab42330ae,1403,duo-fpp,47,46
3c3cc0b3333ba7,1392,duo,49,49
3c3cd09c25a05d,1368,solo-fpp,97,96
3c3e43345d1d44,1948,solo,52,51
3c40d0eaf2a458,1818,squad-fpp,26,26
3c4213f283799c,1423,solo-fpp,93,89
3c4305af142155,1350,solo-fpp,97,94
3c4401d76da57c,1885,duo-fpp,47,45
3c448e80a4adc7,1358,duo-fpp,49,48
3c455d4b0de612,1919,squad-fpp,27,25
3c466f6284acb5,1432,squad,30,30
3c4727268f38d6,1798,squad-fpp,27,25
3c4b648dda7126,1348,duo-fpp,49,48
3c4becd5477b06,1446,squad-fpp,26,26
3c4f642821b053,1770,squad-fpp,29,29
3c511446566708,1897,squad-fpp,29,28
3c5208368367a5,1679,solo,17,1
3c533b96385a0f,1420,duo,48,45
3c57b7f920e27a,1455,duo,50,49
3c59696b826751,1301,squad-fpp,28,28
3c5a4419e79776,1366,squad,30,30
3c5b3e84edfdb4,1763,squad-fpp,31,31
3c5b99c32e4eef,1310,squad-fpp,28,27
3c5c125ed6560d,1315,duo,49,48
3c5c436205f51f,1325,squad-fpp,29,28
3c5e1f8420eef3,1333,duo-fpp,49,49
3c6050132a1cf0,1973,solo,96,92
3c60d8b93d6f0e,1381,solo-fpp,96,94
3c617b23ddaada,1353,duo-fpp,45,43
3c6258cec3532d,1407,squad-fpp,26,24
3c640732a9e6e3,1965,solo-fpp,95,93
3c6825e41ae6a1,2102,normal-squad-fpp,17,17
3c696fa9647f1e,1367,squad-fpp,29,26
3c69c3a06ca6f6,1389,duo-fpp,47,45
3c6ac5d9709de9,1408,squad-fpp,27,26
3c6be5f0192e46,1974,squad,32,30
3c6df8ed461486,1842,squad,29,28
3c7002de4c901a,1980,duo-fpp,44,44
3c707dbbef7c8d,907,crashfpp,50,48
3c714babc67f6b,1368,squad-fpp,27,26
3c71fe9ee54baa,1303,squad-fpp,30,28
3c72378c2dce46,1924,duo,50,48
3c728e92b9ea82,1339,squad-fpp,30,29
3c72d6ca409847,1295,squad-fpp,28,27
3c754818b864c5,1389,solo-fpp,97,93
3c76f9b7a10c16,1405,squad-fpp,29,27
3c7723bc7352f4,1435,squad-fpp,27,27
3c7746d8ebeb33,1456,duo,49,44
3c793aea9bf008,898,normal-squad-fpp,8,8
3c79a8391f8253,1825,duo-fpp,46,45
3c7a136208e55d,1903,squad-fpp,27,27
3c7a26763684f4,1917,squad-fpp,31,29
3c7e32df9526f4,1361,squad-fpp,29,28
3c7eb57263ba75,1513,squad,26,26
3c80c567feba2a,1443,solo-fpp,98,96
3c8279612410ee,1362,squad-fpp,27,26
3c85f690572cd0,1847,squad-fpp,25,24
3c883b6833edb1,1895,squad-fpp,25,21
3c8928c1df234f,1362,squad-fpp,32,31
3c8969e0a256d3,1341,duo-fpp,48,45
3c89dc72874b82,1858,squad-fpp,28,27
3c8c4fe1d91e33,1504,duo-fpp,48,47
3c8d50f42ead8d,1890,duo-fpp,49,47
3c8db4e71c1194,1221,squad-fpp,30,29
3c8f64e445fc17,1309,squad-fpp,30,29
3c905dd967926a,1367,duo-fpp,49,48
3c91cbffa2d551,1821,duo-fpp,49,47
3c9216f061831a,1461,duo-fpp,48,48
3c93984a222c61,1824,squad,26,26
3c9602d66af2ad,1352,squad-fpp,28,26
3c96f021b427b4,1304,squad-fpp,27,26
3c97fce8fd5467,1334,duo-fpp,48,48
3c981728c9c15d,1404,squad-fpp,29,29
3c98d27d2c3b6c,1819,duo,49,47
3c991b0854c652,2026,solo-fpp,99,95
3c9c171a3674e5,1378,squad-fpp,28,26
3c9cfd9ca544f0,1447,duo-fpp,45,43
3c9deea04521e4,1471,duo,48,46
3c9e170ea70766,1461,squad-fpp,28,27
3c9e9116bb13dd,1800,squad-fpp,29,29
3c9f059330d8df,1074,solo-fpp,18,18
3c9fa8682047dc,1793,duo,49,46
3ca1b32c7346ee,2028,squad,27,26
3ca1cbe84fa9b5,1985,normal-squad-fpp,15,15
3ca25234e02aae,1380,squad-fpp,27,27
3ca359d66f287d,995,normal-squad-fpp,5,5
3ca3b55aeeb7ee,1902,solo-fpp,99,97
3ca66a48cb201f,1404,squad-fpp,33,32
3ca92d4e1dd2fd,1437,duo-fpp,50,50
3cabd06f98f896,1357,solo-fpp,98,95
3cac6876a075d7,1864,squad-fpp,29,28
3caeee82e4e0e1,1397,squad,28,26
3cb0128d25bcbc,1397,squad-fpp,30,30
3cb02f397fc311,1427,solo-fpp,98,96
3cb2bf762307a3,1464,solo,92,89
3cb40cd5887e3e,1432,duo-fpp,50,49
3cb555d6b5b00d,1839,squad,29,27
3cb5dc1a6149a6,1812,duo-fpp,45,45
3cb6456f09474e,1401,squad,13,13
3cb6c005ded90c,1379,squad-fpp,28,26
3cb726af4fd932,1793,squad,28,27
3cb7970ae02903,1361,squad-fpp,27,26
3cb830f9de5345,1889,squad-fpp,27,27
3cb850bd3e3f4c,1778,squad,27,23
3cb8623b7e9185,1420,duo-fpp,50,47
3cb8b4b44d913e,1347,squad-fpp,27,27
3cb99b4eee12d2,1289,duo-fpp,48,47
3cba54c25e105b,1355,squad-fpp,27,27
3cba8166e5a4ef,1891,squad-fpp,30,28
3cbd0bcdf0f7f9,1405,duo,48,46
3cbed09b491868,1385,squad-fpp,28,28
3cc14def83f04a,1265,squad,26,24
3cc23219c34aff,1296,duo-fpp,47,46
3cc2edc3e6e37c,1290,squad-fpp,28,27
3cc7a7d0e03fbb,1325,duo-fpp,49,46
3cccd84a82e7fc,1844,solo-fpp,94,93
3ccda25aaa06d0,1336,squad-fpp,28,28
3cce767c71c3be,1925,squad-fpp,25,25
3cceb3196ad3ce,1831,squad,27,27
3cd1b46a5463e8,1897,solo-fpp,94,93
3cd37a550c2bde,1458,squad-fpp,26,26
3cd5d3d34a2c7d,1889,normal-duo-fpp,29,29
3cda5ff4bd5e7b,1879,squad,25,23
3cdc7dcd7c1c47,1881,solo-fpp,100,98
